ID_Objetivo;Texto_Objetivo;ID_Objetivo_Prerrequisito;Texto_Prerrequisito;Importancia
ING_2104-4;Identificar problemáticas económicas para establecer planes contingentes a todo  sector productivoValorar la importancia que tiene esta ciencia para guiar el  comportamiento de los agentes económicos en la asignación de los recursos  escasos de una sociedad.;ING_1100-2;Comprender los conceptos de campo real ordenado y de funciones reales.;Media
ING_1201-2;Comprender el concepto de espacio vectorial.;ING_1103-2;Diseñar algoritmos que solucionen problemas, definiendo la secuencia de pasos  necesaria para resol- verlos, considerando el control de errores, pasos  condicionales y repetición de pasos.;Media
ICA_4130-3;Ser capaz de desarrollar diagramas de flujo, definir variables de  procesos que representan flujos de materia y energía, y solucionar los  balances de materia y energía para procesos reactivos y no reactivos en  estado estacionario.;IOC_3103-1;Aplica técnicas numéricas de interpolación, derivación, integración, solución de  sistemas lineales y no lineales, para resolver problemas de alta complejidad sin  solución algebraica.;Media
ING_1203-4;Identificar errores experimentales y limitaciones del modelo.;ING_2201-4;Manejar algunas herramientas computacionales para el análisis estadístico de  datos.;Ninguna
ING_1105-1;Integrar un equipo de trabajo, colaborando y cooperando para la realización de  una misma tarea.;ING_2101-7;Utilizar el desarrollo en series de funciones para resolver algunas ecuaciones  particulares.;Ninguna
IOC_3020-2;Calcular capacidades, demoras y longitudes de cola en elementos viales.;IOC_4010-5;Resolver problemas programación semáforos;Alta
IOC_5120-4;Utilizar y Comprender códigos de diseño;IOC_3203-3;Develop fluid behavior models, using an integral or differential approach.;Ninguna
ICI_4220-1;Identificar las principales decisiones jerárquicas para la producción, planificación de  requerimientos de materiales y de secuenciación y programación de tareas en una  organización.;ING_2103-9;Identificar características principales de ondas.;Ninguna
ICI_4210-1;Formular y evaluar proyectos en el marco de una economía de mercado.;ICI_4120-1;Tomar decisiones óptimas de inversiones de capital e inversiones financieras, como  así también decisiones de financiamiento a través de la emisión de distintos  instrumentos financieros de renta fija y de renta variable.;Alta
ICA_3102-3;Reconocer los principios termodinámicos de bombas de calor para aplicarlos a la  solución de problemas de dimensionamiento o determinación de condiciones de  operación.;IOC_3203-2;Apply analytical solutions to known simple fluid flows by solving fundamental fluid  mechanics problems.;Ninguna
ICA_4110-2;Realizar dimensionamiento de reactores según distintos mecanismos de  reacción y condiciones de operación.;ING_2202-4;Aplicar los principios de electromagnetismo para resolver problemas concretos.;Ninguna
ICA_5110-1;Conocer las características de los residuos, su clasificación y las diferentes técnicas que se pueden aplicar a su gestión.;ING_2203-9;Calcular eficiencias de los ciclos termodinámicos más comunes involucrados en la  producción de trabajo y energía.;Ninguna
IOC_3101-4;Definir las relaciones tensión-deformación en diferentes estados de carga.;ING_2204-3;Resuelve problemas de equilibrio de una partícula y de sólidos rígidos  sometidos a la acción de sistemas de fuerzas.;Alta
ICI_4210-4;Integrar los conocimientos obtenidos a lo largo de la carrera y complementarlos con  conceptos de estrategia, administración, gestión, finanzas y flujos de caja,  marketing, microeconomía, evaluación social, riesgo y otros aspectos relevantes de  cara al desarrollo de un nuevo negocio.;ING_1102-5;plicar las leyes de los gases ideales en la resolución de problemas, tomando en  cuentas sus limitaciones y relacionándolas con parámetros como: la temperatura,  volumen y la presión.;Ninguna
IOC_5104-1;- Identificar las complejidades y entender las etapas de un proyecto de ingeniería civil.;IOC_4201-5;Maneja programas y plataformas de colaboración en proyectos,  programación y gestión de equipos de trabajo.;Alta
ICE_5204-1;Understand the basics of different AI techniques, models and paradigms.;ING_5206-1;Comprender los Principios Éticos: Identificar y comprender los principios  éticos fundamentales en diversos contextos profesionales.;Ninguna
ICE_3204-5;Comprender y aplicar el concepto de Sistema en un Chip Programable  (PSoC),como fusión de Microprocesador con FPGA;ICE_3103-1;Identificar los principales conceptos de sistemas digitales.;Alta
ICA_4210-1;"Desarrollar diseños de procesos utilizando una metodología estructurada;";ICA_3102-4;Identificar propiedades termodinámicas que sean de utilidad en la determinación de  cantidad de trabajo o calor en bombas, turbinas, compresores, calderas,  condensadores, entro otras.;Ninguna
IOC_5206-2;Utilizar capacidades analíticas para la resolución de problemas complejos  eningeniería civil.;IOC_3020-1;Conocer los modelos y relacionar variables que describen el tráfico.;Ninguna
IOC_3103-1;Aplica técnicas numéricas de interpolación, derivación, integración, solución de  sistemas lineales y no lineales, para resolver problemas de alta complejidad sin  solución algebraica.;ING_1102-5;plicar las leyes de los gases ideales en la resolución de problemas, tomando en  cuentas sus limitaciones y relacionándolas con parámetros como: la temperatura,  volumen y la presión.;Ninguna
IOC_6101-1;Aplicar herramientas avanzadas de gestión, administración y control a proyectos  complejos de ingeniería civil.;IOC_5104-3;- Utilizar herramientas para la evaluación de proyectos, cuantificación de incertidumbre y control de avance y presupuesto.;Alta
ING_1204-3;Comprender en forma cuantitativa los metabolismos microbianos.;ING_1203-4;Identificar errores experimentales y limitaciones del modelo.;Ninguna
IOC_4202-5;Diseña y construye elementos que son parte de infraestructuras  complejas.;IOC_5107-4;Can assemble element-level stiffness equations into a global system of  equations to solve for thediscretized solution field.;Ninguna
ICA_3220-4;Dominar herramientas numéricas aplicadas a la transferencia de calor y su  utilización en la solución de problemas complejos.;ING_2103-12;Aplicar los principios de la Óptica Geométrica a situaciones sencillas.;Ninguna
IOC_5205-5;Entender los conceptos básicos del diseño de elementos de hormigón  pretensado.;IOC_3101-6;Reconocer límites de la elasticidad por comportamiento plástico, fractura e  inestabilidad.;Ninguna
ICE_3102-4;Entender conceptos de procesamiento de señales como la modulación y  el filtrado.;ICE_5204-4;Study and analyze applications of these techniques in the field of text  mining, images and robotics.;Ninguna
ICI_5130-3;Analyze the most important logistic activities related to networks, distribution, transportation, inventories, and warehousing.;ICI_5120-2;Understand the importance of strategic marketing and know the basic outline for a  marketing plan:  Analyze the external environment to identify opportunities or challenges to a  business.  Identify and classify marketing segments and targets, demonstrating the use of  marketing research techniques.  Create and use a mission statement, SWOT analysis, and SMART goals.;Ninguna
ICI_3101-2;Clasificar matemáticamente los distintos tipos de problemas de optimización lineal,  estudiar sus formulaciones y detallar los algoritmos más conocidos que existen  para su resolución.;ING_2102-2;Comprender los conceptos de derivadas de funciones de múltiples variables y los  teoremas asociados. Calcular y manipular operadores diferenciales (Gradiente, Hessiano, Jacobiano,  Rotor y Divergencia).;Media
IOC_3201-1;Determina reacciones, esfuerzos internos, tensiones y desplazamientos de estructuras isostáticas empleando las ecuaciones de equilibrio y principios de mecánica de materiales.;IOC_3101-2;Realizar transformaciones de tensiones y deformaciones, y obtener las tensiones,  deformaciones y orientaciones principales.;Alta
ICI_3202-3;Implementar computacionalmente las metodologías diseñadas para resolver los  modelos en entornos reales.;ICA_4230-4;Dimensionar, a nivel de ingeniería básica, los elementos que intervienen en una  fermentación industrial.;Ninguna
ICE_3204-1;Entender la programabilidad como un componente esencial de los  SistemasDigitales Avanzados.;ICE_3103-3;Desarrollar circuitos digitales utilizando lenguajes de descripción de  hardware (HDL).;Alta
ICI_3130-6;Proyectar estados financieros para el desarrollo de la planeación financiera de una  organización;ING_2104-3;Describir y simular modelos económicos para establecer la dinámica de relaciones  entre variables. Comprender cómo se forman los precios en una economía de  mercado.;Alta
ICC_3201-4;Implementar componentes de un sistema operativo, como llamadas al  sistema, administración de procesos y administración de memoria.;ICC_5202-3;Use quality attributes to evaluate the quality of an software architectural  design.;Ninguna
ING_2204-5;Analiza sistemas estructurales básicos (vigas, marcos, arcos, cables,  enrejados, vigas suspendidas) que se encuentran en equilibrio estático.;ING_1203-10;Aplicar conceptos de momentos lineal y angular.;Alta
ICE_4203-2;Entiende la utilidad del Sistema Por Unidad y es capaz de aplicarlo en  resolución de problemas estáticos asociados a Sistemas de Potencia.;ICE_4104-3;Analizar el comportamiento electromecánico de cada tipo de máquina,  susaplicaciones típicas, sus ventajas y limitaciones.;Ninguna
ICA_3240-4;Reconocer y describir los conceptos fundamentales de ecosistemas microbianos,  vistos anteriormente en Biología de los microorganismos.;ING_1204-4;Identificar y relacionar las funciones de los microorganismos en el ambiente  (natural) y en los ambientes creados por el hombre.;Alta
ICC_4130-4;Develop Application Programming Interfaces for the web based on the  REpresentational State Transfer (REST) architectural pattern.;ICC_3100-3;Desarrollar software pequeño utilizando lenguajes de programación basados en los  paradigmas de programación orientada a objetos y programación funcional.;Alta
ICI_3204-1;Entender los conceptos básicos de la teoría microeconómica, sus limitaciones y los supuestos en que se basa.;ICI_5210-8;Explicar las diferentes formas de estrategia, como Genérica, Fusiones y  Adquisiciones, Integración, Reestructuraciones, Cooperación, Diversificación e  Internacional.;Ninguna
ICC_4101-2;Design efficient algorithms based on the above-mentioned paradigms.;ICC_3203-4;Evaluar la complejidad de algoritmos y estructuras de datos,  considerando tanto el tiempo de ejecución como el espacio de memoria  utilizado.;Alta
IOC_4202-4;Comprende las bases teóricas en las áreas de estructuras, geotecnia,  hidráulica, transporte y construcción;IOC_4102-4;Comprende las diferentes técnicas que se usan más comúnmente para  determinar propiedades físicas y mecánicas de los materiales utilizados  en obras de ingeniería civil;Media
ICE_5204-3;Apply neural network and deep learning techniques to search for patterns  in large volumes of data.;ICE_5204-1;Understand the basics of different AI techniques, models and paradigms.;Alta
ING_5206-1;Comprender los Principios Éticos: Identificar y comprender los principios  éticos fundamentales en diversos contextos profesionales.;ING_1204-1;Identificar componentes comunes de la vida microscópica.;Ninguna
ICA_3130-3;Comprender los procesos relacionados en la obtención y refinación del  petróleo y los efectos ambientales derivados de su utilización.;ICA_3130-1;Entender la situación energética actual del uso de energías de origen  fósil.;Ninguna
ING_1203-5;Resolver operaciones vectoriales básicas.;ING_1100-3;Entender los principales conceptos de la trigonometría resolviendo ecuaciones  trigonométricas.;Alta
IOC_4202-2;Selecciona y utiliza las técnicas, habilidades y herramientas modernas de  ingeniería adecuadas para la práctica de su profesión.;IOC_3220-6;Conoce y aplica las herramientas de manejo e integración de información  (SIG) en un proyecto de Ingeniería Civil.;Media
ICA_4120-4;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y solución de  problemas.;ICA_5210-1;To design and operated wastewater treatment process.;Ninguna
IOC_3204-1;Estima y calcula las tensiones en un suelo, bajo la acción de las cargas de  estructuras fundadas sobre ella.;IOC_3101-1;Definir el estado de tensiones y deformaciones unitarias, casos plano y  tridimensional.;Alta
IOC_5206-2;Utilizar capacidades analíticas para la resolución de problemas complejos  eningeniería civil.;IOC_5106-4;"Apply the model of demand and supply in a market to explain the determinants of  prices and output of goods and services;";Media
ICC_5120-3;Design storyboards, and low and high-fidelity interface prototypes.;ING_4140-3;Evaluar distintas soluciones planteada ante un problema, diseñando y aplicando  experimentos adecuados para ello.;Ninguna
IOC_5104-1;- Identificar las complejidades y entender las etapas de un proyecto de ingeniería civil.;IOC_4202-1;Identifica y formula problemas abiertos de Ingeniería, así como combinar  la teoríay la práctica en su solución.;Alta
IOC_3103-4;Discrimina el método numérico adecuado al problema específico por resolver.;IOC_5120-3;Identificar distintos tipos de solicitación en estructuras de acero;Ninguna
ICI_4120-2;Desarrollar, estimar e interpretar modelos financieros a partir de la teoría financiera  clásica bajo condiciones de certidumbre para la valoración de activos financieros  tales como bonos y acciones.;ING_2103-7;Analizar sistemas sencillos que experimentan oscilaciones a través de una  ecuación diferencial.;Ninguna
ICI_3201-1;Identificar las componentes estocásticas que se presenten en sistemas de  ingeniería y procesos de negocio. Analizar de sistemas de ingeniería y procesos de  negocio que operan bajo condiciones de incertidumbre mediante la formulación y  uso de modelos estocásticos.;ING_2201-1;Comprender los conceptos básicos de la teoría de probabilidades y desarrollar  las técnicas fundamentales para el cálculo de probabilidades.;Alta
IOC_4206-2;Proponer soluciones de gestión y diseño de infraestructura vial urbana;IOC_6102-4;Identificar problemas en el diseño, desarrollar soluciones acordes a la teoría y al  sentido común de un ingeniero estructural.;Ninguna
ICI_6100-4;Diseñar la estrategia digital de una empresa.;ICC_5202-3;Use quality attributes to evaluate the quality of an software architectural  design.;Ninguna
ICC_3102-1;Escribir código procedural en C, y orientado a objetos en C++, controlando  manualmente la gestión de memoria.;ING_1103-3;Escribir y depurar programas que permitan solucionar los problemas planteados.;Alta
ICA_6110-1;Comprender conceptos básicos relacionados con la ingeniería y gestión ambiental.;ICA_5220-2;Identificar las distintas visiones de economía ambiental que existen,  permitiéndoles juzgar cuál es más apropiada para cada contexto.;Alta
IOC_6101-4;Evaluar riesgos internos y externos al formular y desarrollar un proyecto de  ingeniería.;IOC_5206-3;Incorporar los efectos de las externalidades en el proceso de toma de  decisiones deun proyecto.;Alta
IOC_4102-2;Comprende el comportamiento y forma de uso esperado de los  materiales, basándose en su composición y microestructura.;ING_1102-6;Relacionar los principios básicos de configuración electrónica de átomos con sus  propiedades, su ubicación en la tabla periódica y las teorías de la estructura  atómica.;Alta
ICA_4210-1;"Desarrollar diseños de procesos utilizando una metodología estructurada;";ICA_4130-3;Ser capaz de desarrollar diagramas de flujo, definir variables de  procesos que representan flujos de materia y energía, y solucionar los  balances de materia y energía para procesos reactivos y no reactivos en  estado estacionario.;Alta
IOC_5205-2;Describir, analizar y discutir el comportamiento, análisis y diseño de  elementos y sistemas de hormigón armado de estructuras  convencionales e industriales.;ING_5203-3;Habilidad para recopilar información utilizando distintos recursos  existentes tanto en la Universidad como en fuentes externas.;Ninguna
ING_2101-4;Resolver ecuaciones y sistemas de ecuaciones en forma matricial.;ING_1202-1;Resolver problemas referentes a continuidad de funciones reales, cálculo  diferencial e integral, series numéricas y series de funciones.;Alta
ING_2204-4;Resuelve problemas de transmisión de fuerzas al interior de sólidos.;ING_1203-9;Formular y aplicar las leyes de Newton.;Alta
ING_1203-10;Aplicar conceptos de momentos lineal y angular.;ING_1100-1;Resolver operaciones de conjuntos, sumatorias, polinomios, así como  demostraciones por inducción.;Media
ICI_6010-4;Integrar diferentes conocimientos adquiridos en cursos previos, metodológicos y  aplicados, mediante aplicación en casos prácticos.;ICA_5120-1;To understand the composition, chemical, physical and biochemical  processes found in the atmosphere under normal circumstances.;Ninguna
IOC_4102-2;Comprende el comportamiento y forma de uso esperado de los  materiales, basándose en su composición y microestructura.;IOC_3220-7;Proyecta distintos elementos dentro de un proyecto de ingeniería sobre  una superficie y obtener cálculos de movimientos de tierra mediante el  uso de AutoCAD y Civil 3D.;Ninguna
ING_1203-1;Resolver problemas de Medición de posiciones, velocidades y aceleraciones en el  laboratorio.;ING_2103-7;Analizar sistemas sencillos que experimentan oscilaciones a través de una  ecuación diferencial.;Ninguna
ICI_5220-1;Conocer e identificar el impacto y el valor agregado del comportamiento  organizacional al interior de las instituciones/empresas;ICA_4130-2;Describir varias formas de energía, trabajo, entalpía, propiedades de los  fluidos, funciones de estado.;Ninguna
IOC_4010-7;Describir medidas de ingeniería para mejorar la seguridad vial.;ING_2201-1;Comprender los conceptos básicos de la teoría de probabilidades y desarrollar  las técnicas fundamentales para el cálculo de probabilidades.;Media
ICI_5020-1;Analizar la relación entre medios de transporte y objetos transportados.;ICC_3204-4;Desarrollar una aplicación que interactúe directamente con una base de datos  externa.;Ninguna
ICE_3201-1;Conocer el funcionamiento y aplicaciones de los principales dispositivos  electrónicos semiconductores como: los diodos, transistores y  amplificadores operacionales.;ICE_3101-3;Analizar el comportamiento transitorio y permanente en redes eléctricas  condiferentes tipos de fuentes de alimentación. En particular fuentes de  voltaje continuo yfuentes de voltaje alterno sinusoidal.;Alta
ICA_6110-6;Conocer los principales contaminantes en la atmósfera, agua y suelos de manera  gestionar adecuadamente utilizando técnicas de control y optimización de procesos;ICA_4130-5;Ser capaz de desarrollar análisis de grados de libertad para problemas  de balances de masa y energía en estado estacionario.;Ninguna
IOC_5207-3;Aplicar normas y criterios para el diseño geométrico y estructural de  caminos.;IOC_4207-1;Enumerar componentes y describe las relaciones de un sistema de transporte.;Media
ICC_3203-3;Escoger las estructuras de datos, algoritmos y paradigmas de resolución  de problemas adecuados para una problemática computacional dada.;ICC_3203-2;Comparar distintas estructuras de datos y algoritmos de acuerdo a su  complejidad de espacio de memoria y tiempo de ejecución.;Alta
ING_2101-1;Reconocer las ecuaciones diferenciales ordinarias como una herramienta formal  para el modelamiento y estudio de fenómenos naturales.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Alta
ING_2101-7;Utilizar el desarrollo en series de funciones para resolver algunas ecuaciones  particulares.;ING_4105-1;Comprender el fin de la Ciencia, respecto de sus objetivos y límites;Ninguna
ICC_4101-3;Write code that is optimized for computational efficiency, with choice of adequate  data representations and data structures.;ICC_5105-2;Recognize the relevance of strategic design techniques that should be used in a  project (software architecture, domain-driven design).;Ninguna
ING_2104-3;Describir y simular modelos económicos para establecer la dinámica de relaciones  entre variables. Comprender cómo se forman los precios en una economía de  mercado.;ING_1100-2;Comprender los conceptos de campo real ordenado y de funciones reales.;Alta
ICA_3102-6;Identificar y explicar el proceso de la combustión desde un punto de vista  termodinámico aplicando principios de procesos de combustión.;IOC_5205-3;Comprender la influencia de los aspectos sísmicos en el diseño de  elementos de hormigón armado.;Ninguna
ICI_4203-1;Conocer conceptos, teorías y modelos Macroeconómicos.;ING_2104-4;Identificar problemáticas económicas para establecer planes contingentes a todo  sector productivoValorar la importancia que tiene esta ciencia para guiar el  comportamiento de los agentes económicos en la asignación de los recursos  escasos de una sociedad.;Alta
IOC_5106-2;"Explain the nature and role of theory and models in economic analysis; to  understand how Chilean market develop economic tools to solve day by day  problems;";ING_2104-6;Identificar y utilizar técnicas modernas de ingeniería para la resolución eficaz de  problemas de asignación de recursos.;Alta
ICI_6010-1;Desarrollar un pensamiento crítico sobre temas financieros contemporáneos.;ICI_4230-3;Analizar las distintas fuentes de financiamiento de las empresas, calculando sus  costos y beneficios.;Media
ICI_5200-4;Analizar los resultados obtenidos y entender cómo implementar y  transmitir estos resultados ante unmandante en un contexto aplicado a la  industria.;ICI_3102-2;Explorar los datos que se generan en sistemas, estando en condiciones  de interpretarlos yproyectarlos.;Media
ICI_5100-2;Entender los canales de transmisión con los cuales los mercados  financieros se interrelacionan con otros mercados.;ICA_3102-5;Calcular la composición de mezclas de gases generadas en procesos  termodinámicos de combustión.;Ninguna
ICA_5110-4;Diseñar los sistemas de tratamientos fisicoquímicos y biológicos.;IOC_4203-8;Aplicar diferentes metodologías para estudios de crecidas;Ninguna
ICA_3130-2;Comprender desde un punto fundamental teórico el origen de la energía  y distintos aspectos tecnológicos que permiten explotar sistemas  termodinámicos para su generación.;ING_2103-4;Desarrollar adecuadamente informes de laboratorio detallando las experiencias  realizadas.;Ninguna
ICI_3201-2;Proponer diseños de ingeniería y rediseños de procesos de negocio, y evaluar  consecuencias de diferentes configuraciones de éstos en entornos que presenten  una componente o variable estocástica.;ING_1102-4;Reconocer los tipos de reacciones químicas que se llevan a cabo en medio acuoso  y que son fundamentales para variados procesos biológicos.;Ninguna
ICE_5107-6;Dominar los aspectos teóricos de otras fuentes de energía, tales como la  energía nuclear, solar, eólica, hidroeléctrica, oceánica, geotérmica,  desde biomasa y sus efectos en el medioambiente.;ICE_4104-3;Analizar el comportamiento electromecánico de cada tipo de máquina,  susaplicaciones típicas, sus ventajas y limitaciones.;Alta
ICI_4220-3;Formular, resolver e implementar modelos matemáticos para respaldar las  decisiones de planificación y programación de la producción.;ICI_3202-1;Formular modelos matemáticos de optimización para resolver problemas reales  relacionados con la industria.;Alta
IOC_6101-1;Aplicar herramientas avanzadas de gestión, administración y control a proyectos  complejos de ingeniería civil.;IOC_4202-3;Utiliza el pensamiento crítico en su quehacer profesional.;Alta
ICA_3240-5;Construir estrategias genéticas para el mejoramiento de cepas microbianas  utilizadas a nivel industrial.;IOC_3204-4;Comprende y estima asentamientos en suelos saturados o semi-saturados, bajo la  acción de cargas permanentes.;Ninguna
ICC_3103-3;Definir modelos básicos de computabilidad.;ING_1202-2;Aplicar las herramientas del curso en la modelación y resolución de problemas  reales. Tales aplicaciones pueden surgir de la ingeniería, la física, la economía, la  química y otras ciencias;Media
IOC_4010-2;Describir la circulación con el modelo fluidodinámico.;ING_2201-2;Identificar fenómenos de carácter aleatorio en procesos propios de la  ingeniería y utilizar métodos formales adecuados para su tratamiento.;Alta
ICC_5105-3;Identify and apply the most relevant principles and patterns of software design, and  recognize and avoid anti-patterns.;ICC_4201-3;Desarrolla una pieza de software integrando distintas tecnologías y  utilizando variados lenguajes y plataformas.;Alta
ICE_4202-2;Utilizar la modelación matemática para conocer el desempeño de  sistemas lineales en tiempo continuo y discreto.;ICE_3102-3;Entender la operación de muestreo y reconstrucción.;Alta
ICI_4210-3;Elaborar recomendaciones fundadas sobre los proyectos que evalúen, apoyando la  toma de decisiones de inversión.;ICI_4202-4;Analizar los beneficios económicos que se podrían obtener, a través de  cambios en lasconfiguraciones de los procesos y optimización de  recursos.;Alta
ICC_3203-2;Comparar distintas estructuras de datos y algoritmos de acuerdo a su  complejidad de espacio de memoria y tiempo de ejecución.;ICC_4201-2;Aplica conocimientos de ciencias de la computación, incluyendo diseño  de algoritmos y análisis de complejidad, en el desarrollo de una pieza de  software.;Ninguna
ING_2203-9;Calcular eficiencias de los ciclos termodinámicos más comunes involucrados en la  producción de trabajo y energía.;ING_1204-1;Identificar componentes comunes de la vida microscópica.;Ninguna
ICA_3210-5;Aplicar procedimientos intuitivos y sistemáticos en el planteamiento y  solución de problemas.;ING_1105-1;Integrar un equipo de trabajo, colaborando y cooperando para la realización de  una misma tarea.;Ninguna
ICA_4210-3;"Utilizar herramientas de diagrama de flujo basadas en computadora para  apoyar las actividades de diseño de procesos;";ICA_4120-3;Dominar software de simulación de operaciones unitarias integradas a procesos  industriales;Alta
ICE_3103-1;Identificar los principales conceptos de sistemas digitales.;ICE_5106-8;Conocer los principales desafíos de la operación diaria del Sistema  Eléctrico Nacional de Chile, con especial énfasis en la preservación de la  estabilidad, el rol de las fuentes de generación no convencional y los  aspectos topológicos de la red.;Ninguna
ICA_4230-2;Plantear modelos matemáticos de la operación de las formas más comunes de  cultivo de microorganismos.;ICA_4130-4;Desarrollar y solucionar balances de materia y energía en estado  transciende;Alta
ICE_3103-2;Desarrollar circuitos combinacionales y secuenciales utilizando diversos  métodos,comprobando su funcionamiento en un simulador como  experimentalmente.;ICE_4104-4;Conocer la aplicación de las máquinas en centrales generadores, líneas  de transmisióny líneas de distribución de energía eléctrica.;Ninguna
ICE_3201-2;Verificar analíticamente y mediante simulaciones las principales  configuraciones de los diodos.;ICE_3101-4;Aplicar los conocimientos de redes eléctricas a instalaciones eléctricas  de potencia,monofásicas y trifásicas.;Alta
IOC_4103-4;Diseñar canales en escurrimiento uniforme;IOC_5105-2;Realizar el diseño básico de sistemas tradicionales y alternativos de  drenaje de aguas lluvias en sectores urbanos;Ninguna
IOC_3020-3;Evaluar cambios en el funcionamiento de elementos viales.;IOC_4010-6;Analizar medidas de prioridad al transporte público y saber cuándo  aplicarlas.;Alta
ICA_3102-3;Reconocer los principios termodinámicos de bombas de calor para aplicarlos a la  solución de problemas de dimensionamiento o determinación de condiciones de  operación.;ING_2203-8;Resolver problemas aplicados utilizando propiedades termodinámicas de fluidos y  gases.;Alta
ICI_4220-1;Identificar las principales decisiones jerárquicas para la producción, planificación de  requerimientos de materiales y de secuenciación y programación de tareas en una  organización.;ICI_3202-4;Analizar los resultados obtenidos y entender cómo implementar y transmitir estos  resultados ante un mandante en un contexto aplicado a la industria.;Alta
ICI_3202-1;Formular modelos matemáticos de optimización para resolver problemas reales  relacionados con la industria.;ING_2201-1;Comprender los conceptos básicos de la teoría de probabilidades y desarrollar  las técnicas fundamentales para el cálculo de probabilidades.;Baja
ICI_5200-3;Conocer los principales esquemas de solución de problemas  secuenciales de decisión en tiempo discretovía esquemas de  aprendizaje reforzado.;ICI_3201-3;Extrapolar sus conocimientos a este respecto a otros entornos y problemas de  ingeniería, a modo de cuantificar, manejar y proponer esquemas que permitan obtener un mejor desempeño económico (costo o beneficio) ante la presencia de  fenómenos estocásticos.;Alta
ICI_4230-2;Aplicar y entender distintos modelos de valoración de activos.;ICI_4120-2;Desarrollar, estimar e interpretar modelos financieros a partir de la teoría financiera  clásica bajo condiciones de certidumbre para la valoración de activos financieros  tales como bonos y acciones.;Media
ICE_3201-1;Conocer el funcionamiento y aplicaciones de los principales dispositivos  electrónicos semiconductores como: los diodos, transistores y  amplificadores operacionales.;ING_2103-1;Medir movimiento de cuerpo rígido y propiedades de las ondas en el laboratorio.;Ninguna
ICE_4203-6;Entiende el concepto de flujo de potencia y resuelve problemas  mediante métodos iterativos.;ICE_4104-1;Comprender las relaciones entre variables eléctricas y magnéticas en  circuitoselectromagnéticos.;Media
ICE_5107-7;Evaluar cuáles son mejores en base al conocimiento del recurso  disponible.;ING_2203-8;Resolver problemas aplicados utilizando propiedades termodinámicas de fluidos y  gases.;Ninguna
ICA_3240-4;Reconocer y describir los conceptos fundamentales de ecosistemas microbianos,  vistos anteriormente en Biología de los microorganismos.;ING_1105-4;Resolver un problema de ingeniería utilizando conceptos básicos de la ingeniería,  pasando por etapas de análisis, diseño, desarrollo, prueba y mejora.;Ninguna
ICI_5000-2;Comprender la teoría de Business Intelligence (BI) tanto en el uso de estrategias y  herramientas que sirven para transformar información en conocimiento, con el  objetivo de mejorar el proceso de toma de decisiones en una empresa.;ING_1103-2;Diseñar algoritmos que solucionen problemas, definiendo la secuencia de pasos  necesaria para resol- verlos, considerando el control de errores, pasos  condicionales y repetición de pasos.;Ninguna
ICC_3201-4;Implementar componentes de un sistema operativo, como llamadas al  sistema, administración de procesos y administración de memoria.;ICC_3203-2;Comparar distintas estructuras de datos y algoritmos de acuerdo a su  complejidad de espacio de memoria y tiempo de ejecución.;Ninguna
ICI_5030-1;Identificar riesgos;ICI_4230-1;Calcular e interpretar distintos indicadores de rentabilidad y riesgo.;Alta
ICI_5010-4;Realizar pronósticos de una serie de tiempo.;ICI_4110-2;Tendrá la habilidad de implementar técnicas econométricas básicas.;Media
IOC_5120-2;Comprender los modos de falla y los factores que los afectan;IOC_3101-4;Definir las relaciones tensión-deformación en diferentes estados de carga.;Alta
ICI_5000-3;Comprender los problemas desde un punto de vista de negocios para la correcta  construcción de indicadores y posterior visualización.;ICI_4210-2;Entender las relaciones entre los stakeholders involucrados en la iniciativa,  estimando sus beneficios y costos relevantes.;Ninguna
ICI_5000-1;Diseñar y aplicar las tecnologías de Inteligencia de Negocios (Business  Intelligence) y Minería de Datos (Data Mining) al mundo del Análisis de Negocios  (Business Analytics o BA).;ICI_4230-1;Calcular e interpretar distintos indicadores de rentabilidad y riesgo.;Ninguna
ING_5206-4;Promover un Entorno Laboral Ético: Implementar y promover prácticas  laborales justas y seguras, incluyendo igualdad, no discriminación,  inclusión, diversidad y bienestar laboral.;ING_4140-3;Evaluar distintas soluciones planteada ante un problema, diseñando y aplicando  experimentos adecuados para ello.;Ninguna
ICI_4203-1;Conocer conceptos, teorías y modelos Macroeconómicos.;ING_2104-2;Interpretar datos para enunciar potenciales relaciones entre variables. Comprender  de manera general el contenido, alcance y relevancia de esta ciencia, así como sus  limitaciones más importantes.;Alta
ING_1203-9;Formular y aplicar las leyes de Newton.;ING_1100-3;Entender los principales conceptos de la trigonometría resolviendo ecuaciones  trigonométricas.;Media
ICE_4101-1;Determinar mediante técnicas analíticas y de simulación las principales  características de diversos circuitos análogos.;ICE_4203-6;Entiende el concepto de flujo de potencia y resuelve problemas  mediante métodos iterativos.;Ninguna
ICI_4202-6;Implementar un proyecto de simulación complejo, en el área minera,  industrial. computacional,servicios, retail, salud, entre otros, estando en  condiciones de validar, desarrollar escenariosalternativos y optimizar a  través de heurísticas.;ICI_3102-5;Aplicar las técnicas y métodos estadísticos desarrollados en el curso, a un  proyecto asignado por elprofesor, en el contexto de la gestión y  procesos de una organización.;Alta
